feature,score
num_broadcast_receivers,0.163402248630027
issue_created_count,0.16154567167379272
issue_closed_count,0.15742256116968031
apk_arsc_size,0.12858963671342813
release_name_length,-0.115251403332
contributor_count,0.11190624885557904
total_components,0.11181902165146251
pr_avg_reviews,0.10865605821593154
num_activities,0.10229618395345115
pr_count,0.09525472463815518
