feature,score
total_components,0.0803732445208194
num_broadcast_receivers,0.06701361653218418
apk_arsc_size,0.06584016904672474
apk_file_size,0.05814204355728947
num_permissions,0.05526155327861826
num_content_providers,0.05322913601201318
min_sdk_version,0.04954625601745288
avg_word_length,0.04775741503928721
num_activities,0.04535987077204684
release_id,0.03970141537319449
